Name,Phone number,City,Location,Needs website,Called,Answered,Voicemail,Not interested,Wants demo
Mountview Roofing Ltd.,604-720-9902,Port Moody,"220 Brew St, Port Moody, BC, V3H 0H6, Canada",Yes,☐,☐,☐,☐,☐
Olmani Roofing & Drainage,778-217-0100,Port Moody,"Port Moody, BC, Canada",Yes,☐,☐,☐,☐,☐
Rebel Roofing BC,778-598-3210,Port Moody,"1322 Paula Pl, V3C 2W2, Canada",Yes,☐,☐,☐,☐,☐
The Roof Doctor,416-884-6804,Port Moody,"211-3030 Lincoln Ave, ON, Canada",Yes,☐,☐,☐,☐,☐
A1 Storme Roofing,587-521-1019,Richmond,"BC, Canada",Yes,☐,☐,☐,☐,☐
Army Roofing,778-686-7663,Richmond,"BC, Canada",Yes,☐,☐,☐,☐,☐
D M S Roofing,604-277-6657,Richmond,"10371 Seaham Cres, Richmond, BC, V7A 3Y4, Canada",Yes,☐,☐,☐,☐,☐
David's Roofing & Chimney,604-258-2212,Richmond,"BC, Canada",Yes,☐,☐,☐,☐,☐
Five Star Roofing,778-998-7505,Richmond,"BC, Canada",Yes,☐,☐,☐,☐,☐
Grabc Roofing,778-877-7000,Richmond,"7420 Ash St, Richmond, BC, V6Y 2S1, Canada",Yes,☐,☐,☐,☐,☐
Mc Beth Roofing Richmond,604-359-5107,Richmond,"8160 Park Rd, Richmond, BC, V6Y 1T1, Canada",Yes,☐,☐,☐,☐,☐
Pacific Coast Roof & Chimney,604-241-2320,Richmond,"6331 Sidaway Rd, Richmond, BC, V6W 1B7, Canada",Yes,☐,☐,☐,☐,☐
Roy Dennis Roofing,604-278-0442,Richmond,"2420 Viscount Way, Richmond, British Columbia, V6V 1N1, Canada",Yes,☐,☐,☐,☐,☐
Signature 8 Roofing Ltd,604-241-1966,Richmond,"9360 Arvida Dr, Richmond, BC, V7A 3P4, Canada",Yes,☐,☐,☐,☐,☐
Steveston Roofing,778-712-4263,Richmond,"BC, Canada",Yes,☐,☐,☐,☐,☐
Tough Gutters,778-522-8881,Richmond,"6551 No. 3 Rd, Richmond, BC, V6Y 2B6, Canada",Yes,☐,☐,☐,☐,☐
Tough Roofing Richmond,604-210-3440,Richmond,"56-5380 Smith Dr, (Suite A), Richmond, BC, V6V 2K8, Canada",Yes,☐,☐,☐,☐,☐
Valhalla Roofing Ltd,778-895-2503,Richmond,"2171 Wellington Cres, Richmond, BC, V7B 1G9, Canada",Yes,☐,☐,☐,☐,☐
Awe Ya Roofing And Restorations,604-848-5481,Squamish,"38275 Hemlock Ave, Squamish, BC, V8B 0X1, Canada",Yes,☐,☐,☐,☐,☐
Hi-Land Roofing & Cladding,604-892-8770,Squamish,"PO Box 1444 Stn Main, Squamish, BC, V8B 0A9, Canada",Yes,☐,☐,☐,☐,☐
Tmt Roofing,604-849-3437,Squamish,"Squamish, BC, Canada",Yes,☐,☐,☐,☐,☐
S I S Roofing,250-460-0792,Summerland,"8729 Pollock Terr, Summerland, BC, V0H 1Z2, Canada",Yes,☐,☐,☐,☐,☐
Shane's Roofing,250-328-4637,Summerland,"summerland, BC, V0H 1Z3, Canada",Yes,☐,☐,☐,☐,☐
Twelve-Twelve Roofing Solutions,778-516-0727,Summerland,"Summerland, BC, V0H 1Z0, Canada",Yes,☐,☐,☐,☐,☐
4Th Degree Roofing Ltd,604-671-1463,Surrey,"63-11267 133 St, Surrey, BC, V3R 0E3, Canada",Yes,☐,☐,☐,☐,☐
7 Star Roofing Ltd,604-445-7799,Surrey,"13074 Balloch Dr, Surrey, BC, V3V 6Y3, Canada",Yes,☐,☐,☐,☐,☐
A & V Roofing Ltd,778-952-4860,Surrey,"10853 155A St, Surrey, BC, V3R 0H7, Canada",Yes,☐,☐,☐,☐,☐
A Great Northwest Siding & Roofing,604-584-3304,Surrey,"201-14727 108 Ave, Surrey, BC, V3R 1V9, Canada",Yes,☐,☐,☐,☐,☐
A Hercules Roofing Ltd,604-543-4695,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
A M A Roofing,604-230-0640,Surrey,"11696 97 Ave, Surrey, BC, V3V 2B8, Canada",Yes,☐,☐,☐,☐,☐
A to Z Roofing,778-896-6479,Surrey,"12985 Glengarry Cres, Surrey, BC, V3V 1S9, Canada",Yes,☐,☐,☐,☐,☐
A-Tech Roofing & Repairs,604-951-8896,Surrey,"9266 148 St, Surrey, BC, V3R 3W8, Canada",Yes,☐,☐,☐,☐,☐
A2Z Roofing Ltd,604-218-0838,Surrey,"9906 132A St, Surrey, BC, V3T 5E9, Canada",Yes,☐,☐,☐,☐,☐
ABC Roofing,604-572-4232,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Aaa Roofing Ltd,604-825-8101,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Abby Roofing,778-241-5237,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Aberdeen Roofing,778-968-7100,Surrey,"14715 108A Ave, Surrey, BC, V3R 1W7, Canada",Yes,☐,☐,☐,☐,☐
Active Roofing Ltd,604-765-0903,Surrey,"111-6030 142 St, Surrey, BC, V3X 0J5, Canada",Yes,☐,☐,☐,☐,☐
Akay Roofing Ltd,778-788-0420,Surrey,"7348 140 St, Surrey, BC, V3W 5J7, Canada",Yes,☐,☐,☐,☐,☐
All World 1419 Roofing Ltd.,778-868-7475,Surrey,"7550 123A St, Surrey, BC, V3W 9P6, Canada",Yes,☐,☐,☐,☐,☐
Apex Roof Maintenance And Repairs,778-552-1462,Surrey,"2333 152A St, Surrey, BC, V4A 4P9, Canada",Yes,☐,☐,☐,☐,☐
Aurora Roofing Lm,604-259-3922,Surrey,"19427 92 Ave, Surrey, BC, V4N 4G6, Canada",Yes,☐,☐,☐,☐,☐
Avejay Roofing Ltd,778-997-1722,Surrey,"10945 148 St, Surrey, BC, V3R 3Y5, Canada",Yes,☐,☐,☐,☐,☐
Azores Sheet Metal Roofing & Waterproofing,604-581-4291,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
B&B Duroid Roofing,604-603-2527,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
B's Roofing & Services,604-418-3802,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
BC Roofing Brokers,604-722-0002,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Baaz Roofing Ltd,604-704-2336,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Bains Roofing Ltd,604-771-0659,Surrey,"8041 138 St, Surrey, BC, V3W 8M3, Canada",Yes,☐,☐,☐,☐,☐
Bayside Roofing Contractors,778-545-1119,Surrey,"16495 Upper Beach Rd, Surrey, BC, V3Z 9R6, Canada",Yes,☐,☐,☐,☐,☐
"Bcp Concrete Roof Tile, Ulc",604-596-3744,Surrey,"8650 130 St, Surrey, BC, V3W 1G1, Canada",Yes,☐,☐,☐,☐,☐
Best Busy Boys Roofing,604-418-5500,Surrey,"3418 164A St, Surrey, BC, V3Z 0G5, Canada",Yes,☐,☐,☐,☐,☐
Best Friends Roofing,604-537-3507,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Best Friends Roofing Ltd,604-825-8811,Surrey,"6958 130 St, Surrey, BC, V3W 4J5, Canada",Yes,☐,☐,☐,☐,☐
Blue Star Roofing Ltd,604-572-6585,Surrey,"14427 68 Ave, Surrey, BC, V3S 2A8, Canada",Yes,☐,☐,☐,☐,☐
BlueStar Roofing,604-807-8244,Surrey,"14770 64 Ave, Surrey, BC, V3S 1X7, Canada",Yes,☐,☐,☐,☐,☐
Blueline Sheet Metal,778-322-0780,Surrey,"6-12312 82A Ave, Surrey, BC, V3W 0T7, Canada",Yes,☐,☐,☐,☐,☐
Brar Bro's Roofing,604-594-0872,Surrey,"Surrey, BC, Canada",Yes,☐,☐,☐,☐,☐
Brucost Roofing Ltd,604-355-7473,Surrey,"417-13438 Central Ave, Surrey, BC, V3T 0N2, Canada",Yes,☐,☐,☐,☐,☐
Busy Boy's Roofing Ltd,604-341-7699,Surrey,"12488 79A Ave, Surrey, BC, V3W 8C5, Canada",Yes,☐,☐,☐,☐,☐
C & B Rebar Damp Proofing,604-767-5139,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
CF Roofing,778-237-0352,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
CJA Roofing,604-496-6252,Surrey,"10892 148 St, Surrey, BC, V3R 3Y4, Canada",Yes,☐,☐,☐,☐,☐
CTS Roofing,778-987-0949,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Canadian Star Roofing,604-617-1574,Surrey,"14066 71A Ave, Surrey, BC, V3W 2L6, Canada",Yes,☐,☐,☐,☐,☐
Canam Roofing Ltd,778-881-1417,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Carlson Roofing Systems ltd,604-341-9959,Surrey,"12317 92A ave, BC, V3V 7A8, Canada",Yes,☐,☐,☐,☐,☐
Chovies Roofing & Roof Maintenance,604-372-1003,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Cloverdale Roofing,778-770-4612,Surrey,"17987 56A Ave, Surrey, BC, V3S 5H4, Canada",Yes,☐,☐,☐,☐,☐
Columbia Tile Roofing 2004 Ltd.,604-657-8494,Surrey,"8147 123 St, Surrey, BC, V3W 3V5, Canada",Yes,☐,☐,☐,☐,☐
Crusade Roofing,604-715-5184,Surrey,"8763 August Dr, Surrey, BC, V3S 5A4, Canada",Yes,☐,☐,☐,☐,☐
Cyclone Roofing Ltd,604-767-5828,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Daniel Roofing Ltd,604-720-3958,Surrey,"16427 Glenside Pl, Surrey, BC, V4N 1V6, Canada",Yes,☐,☐,☐,☐,☐
Daniel Roofing Restoration Ltd,604-930-3450,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Delaney's Roofing & General Contracting,604-771-7420,Surrey,"16352 96 Ave, Surrey, BC, V4N 2C1, Canada",Yes,☐,☐,☐,☐,☐
Designer Roofing,778-869-5187,Surrey,"19125 60 Ave, Surrey, BC, V3S 8A1, Canada",Yes,☐,☐,☐,☐,☐
Dhami Roofing,604-329-9498,Surrey,"5548 184A St, Surrey, BC, V3S 8S1, Canada",Yes,☐,☐,☐,☐,☐
Eastwest Roofing Ltd,778-251-2336,Surrey,"15036 88 Ave, Surrey, BC, V3S 2S7, Canada",Yes,☐,☐,☐,☐,☐
Elite Steam Cleaning & Roofing Services,604-404-6051,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Eros Roofing And Maintenance,778-320-5472,Surrey,"2202-10620 150 St, Surrey, BC, V3R 7K3, Canada",Yes,☐,☐,☐,☐,☐
Eternal Roofing Ltd,778-387-6629,Surrey,"6646-125B Street, Surrey, BC, V3W 1V6, Canada",Yes,☐,☐,☐,☐,☐
Euro Roofing,604-722-6411,Surrey,"7714 144 St, Surrey, BC, V3W 5S8, Canada",Yes,☐,☐,☐,☐,☐
Evergreen Roofing & Siding,778-990-4555,Surrey,"6988 151A St, Surrey, BC, V3S 7Y9, Canada",Yes,☐,☐,☐,☐,☐
Excel Roofing Ltd,778-878-2617,Surrey,"6831 124 St, Surrey, BC, V3W 3W6, Canada",Yes,☐,☐,☐,☐,☐
Expert Roofing Ltd,604-315-4041,Surrey,"5536 127 St, Surrey, BC, V3X 3V1, Canada",Yes,☐,☐,☐,☐,☐
Fast Roofing,604-778-7633,Surrey,"17101 80 Ave, Surrey, BC, V4N 6J6, Canada",Yes,☐,☐,☐,☐,☐
First Choice Roofing Ltd,604-543-3759,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Flawless Roofing Ltd,778-322-5959,Surrey,"10122 128A St, Surrey, BC, V3T 3E6, Canada",Yes,☐,☐,☐,☐,☐
Freshlook Roof & Exteriors,778-322-8969,Surrey,"16575 Old McLellan Rd, Surrey, BC, V3S 1J9, Canada",Yes,☐,☐,☐,☐,☐
Friendly Roofing,604-498-0606,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Gentry Exteriors,604-533-7662,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Godard Roof Repair Service,604-859-5838,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Gold Roofing,604-589-3978,Surrey,"9281 127 St, Surrey, BC, V3V 5H4, Canada",Yes,☐,☐,☐,☐,☐
Gold Standard Roofing,604-945-2484,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Golden Nail Roofing Ltd.,604-644-7952,Surrey,"6371 190 St, Surrey, BC, V3S 7W1, Canada",Yes,☐,☐,☐,☐,☐
Gyenes Roofing,778-987-3764,Surrey,"10688 King George Blvd, Surrey, BC, V3T 2Y0, Canada",Yes,☐,☐,☐,☐,☐
H & D Roofing Ltd,604-825-4502,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Home Life Roofing Ltd,604-445-9978,Surrey,"12521 90A Ave, Surrey, BC, V3V 1C5, Canada",Yes,☐,☐,☐,☐,☐
Hybrid Roofing & Exterior Solutions,778-513-2777,Surrey,"Surrey, BC, Canada",Yes,☐,☐,☐,☐,☐
I M G Roofing Ltd,604-591-6479,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Ideal Roofing Ltd,778-320-0500,Surrey,"12887 68th Avenue, Surrey, BC, V3W 7M1, Canada",Yes,☐,☐,☐,☐,☐
Independent Roofing Ltd,778-551-2130,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Iron Cross Roofing,604-760-8425,Surrey,"12763 88 Ave, Surrey, BC, V3W 3J8, Canada",Yes,☐,☐,☐,☐,☐
J Canadian Roofing,778-681-1571,Surrey,"6368 133B St, Surrey, BC, V3X 1L5, Canada",Yes,☐,☐,☐,☐,☐
JC Roofing Ltd,604-365-9265,Surrey,"25-10051 155 St, Surrey, BC, V3R 0S1, Canada",Yes,☐,☐,☐,☐,☐
JGR Roofing & Disposal Ltd,604-581-7601,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Janda Roofing,778-552-2026,Surrey,"9224 126A St, Surrey, BC, V3V 5G2, Canada",Yes,☐,☐,☐,☐,☐
K&K Roofing Ltd,778-319-3374,Surrey,"9135 139 St, Surrey, BC, V3V 5X5, Canada",Yes,☐,☐,☐,☐,☐
KS Roofing,604-825-7812,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Kahlon Roofing,604-721-7945,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Kaler Roofing Ltd,604-597-2132,Surrey,"7479 144A St, Surrey, BC, V3S 0S3, Canada",Yes,☐,☐,☐,☐,☐
Kang Roofing Ltd,604-446-4613,Surrey,"14305 91 Ave, Surrey, BC, V3V 7T7, Canada",Yes,☐,☐,☐,☐,☐
Kelowna roofer,604-537-7999,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Kinnereth Roofing Company,778-317-9040,Surrey,"11897 97 Ave, Surrey, BC, V3V 2C4, Canada",Yes,☐,☐,☐,☐,☐
Landmark Roofing,604-888-9451,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Lavang Roofing Ltd,778-997-3467,Surrey,"13075 88 Ave, Surrey, BC, V3W 3K4, Canada",Yes,☐,☐,☐,☐,☐
Lehal Damp Proofing Limited,604-512-7692,Surrey,"15678 82 Ave, Surrey, BC, V4N 0R8, Canada",Yes,☐,☐,☐,☐,☐
Lfs Roofing Ltd.,604-996-0231,Surrey,"13430 91 Ave, Surrey, BC, V3V 1E5, Canada",Yes,☐,☐,☐,☐,☐
Lions Art Roofing,236-558-7669,Surrey,"6927 143 St, Surrey, BC, V3W 5N9, Canada",Yes,☐,☐,☐,☐,☐
Low Cost Roofing Ltd,604-618-5549,Surrey,"14268 70A Ave, Surrey, BC, V3W 0S8, Canada",Yes,☐,☐,☐,☐,☐
Lower Mainland Roof Inspection & Consulting Ltd,778-654-6875,Surrey,"12077 59 Ave, Surrey, BC, V3X 3L3, Canada",Yes,☐,☐,☐,☐,☐
M N Roofing Ltd,778-709-5132,Surrey,"13449 87B Ave, Surrey, BC, V3W 6G7, Canada",Yes,☐,☐,☐,☐,☐
M.D. Roofing Ltd,778-838-3767,Surrey,"7295 145A St, Surrey, BC, V3S 2Y8, Canada",Yes,☐,☐,☐,☐,☐
MK Roofing Ltd,604-512-5167,Surrey,"9544 125 St, Surrey, BC, V3V 4X7, Canada",Yes,☐,☐,☐,☐,☐
Ma Roofing Limited,236-880-3545,Surrey,"12290 72A Ave, Surrey, BC, V3W 9J5, Canada",Yes,☐,☐,☐,☐,☐
Maple Roofing Ltd,604-721-8153,Surrey,"12875 93 Ave, Surrey, BC, V3V 6B6, Canada",Yes,☐,☐,☐,☐,☐
Mattu Roofing,604-572-3015,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Maure Roofing,604-596-9881,Surrey,"Newton, MB, R0H 0Y0, Canada",Yes,☐,☐,☐,☐,☐
Mc Roofing Ltd.,604-500-8536,Surrey,"2538 148 St, Surrey, BC, V4P 1N5, Canada",Yes,☐,☐,☐,☐,☐
Mejia Roofing Maintenance,778-394-2082,Surrey,"19-11255 132 St, Surrey, BC, V3R 4R3, Canada",Yes,☐,☐,☐,☐,☐
Mid Valley Roofing,604-539-8169,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Monarch Exteriors Ltd,778-883-0544,Surrey,"203-5679 177B St, Surrey, BC, V3S 4J2, Canada",Yes,☐,☐,☐,☐,☐
Mr Roofer Enterprises,778-960-4183,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Muirs Roofing,604-240-8443,Surrey,"12265 77A Ave, Surrey, BC, V3W 2W9, Canada",Yes,☐,☐,☐,☐,☐
NJ Roofing Ltd,604-999-0629,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
New Way Roofing Ltd,604-719-7927,Surrey,"7015 125A St, Surrey, BC, V3W 1N9, Canada",Yes,☐,☐,☐,☐,☐
Nexas Roofing Ltd,604-377-6735,Surrey,"13385 84A Ave, Surrey, BC, V3W 6Y6, Canada",Yes,☐,☐,☐,☐,☐
Noor Roofing Ltd,778-847-7502,Surrey,"9705 130 St, Surrey, BC, V3T 3L2, Canada",Yes,☐,☐,☐,☐,☐
Northside Roofing & Repair,604-581-5222,Surrey,"12588 110 Ave, Surrey, BC, V3V 3J8, Canada",Yes,☐,☐,☐,☐,☐
Nu Design Roofing Inc,778-855-8619,Surrey,"13172 68A Ave, Surrey, BC, V3W 9Y3, Canada",Yes,☐,☐,☐,☐,☐
Oconnors Roofing,604-597-4471,Surrey,"16390 82 Ave, Surrey, BC, V4N 0N8, Canada",Yes,☐,☐,☐,☐,☐
Official Roofing,604-725-8274,Surrey,"12385 68 Avenue, Surrey, BC, V3W 0Z6, Canada",Yes,☐,☐,☐,☐,☐
P & J Roofing Ltd,604-655-8182,Surrey,"9157 Robertson Dr, Surrey, BC, V3V 6E9, Canada",Yes,☐,☐,☐,☐,☐
Pace Roofing And Repairs,778-395-5443,Surrey,"12774 113A Ave, Surrey, BC, V3V 3M4, Canada",Yes,☐,☐,☐,☐,☐
Pacific Shores Roofing,604-227-1929,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Panjab Roofing Ltd,236-558-2830,Surrey,"13252 64A Ave, Surrey, BC, V3W 7H9, Canada",Yes,☐,☐,☐,☐,☐
Pat Williams Roofing & Insulation,604-576-2240,Surrey,"17585 57 Ave, Surrey, BC, V3S 1G8, Canada",Yes,☐,☐,☐,☐,☐
Peak Gutters Ltd,122-880-9814,Surrey,"7290 123 St, Surrey, BC, V3W 9J1, Canada",Yes,☐,☐,☐,☐,☐
Performance Roofing Ltd,778-888-7663,Surrey,"10-5508 Production Blvd, Surrey, BC, V3S 8P5, Canada",Yes,☐,☐,☐,☐,☐
Peter Roofing Ltd,604-589-4603,Surrey,"10249 132 St, Surrey, BC, V3T 3T8, Canada",Yes,☐,☐,☐,☐,☐
Prince Roofing Ltd,604-588-1426,Surrey,"12769 96A Ave, Surrey, BC, V3V 2B3, Canada",Yes,☐,☐,☐,☐,☐
Professional Top Class Roofing Ltd,604-723-4470,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Project Roofing Ltd,604-783-9026,Surrey,"8755 154B St, Surrey, BC, V3S 6A3, Canada",Yes,☐,☐,☐,☐,☐
Proof Roofing The Ltd,604-379-0656,Surrey,"14759 101 Ave, Surrey, BC, V3R 7H7, Canada",Yes,☐,☐,☐,☐,☐
Prowest Roofing Ltd,604-364-6850,Surrey,"12172 95A Ave, Surrey, BC, V3V 1P8, Canada",Yes,☐,☐,☐,☐,☐
R T Roofing Ltd,604-910-1173,Surrey,"Surrey, BC, Canada",Yes,☐,☐,☐,☐,☐
RAF Roofing,778-237-9424,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Rainstar Roofing,236-333-7982,Surrey,"Surrey, BC, Canada",Yes,☐,☐,☐,☐,☐
Red Roofing Ltd,778-706-7143,Surrey,"6048 133A St, Surrey, BC, V3X 2K3, Canada",Yes,☐,☐,☐,☐,☐
Red Seal Roofing,604-652-2240,Surrey,"107-19528 Fraser Hwy, Surrey, BC, V3S 8P4, Canada",Yes,☐,☐,☐,☐,☐
Redeemed 1 Roofing and Gutter Services,236-992-9536,Surrey,"10866 City Pky, Surrey, BC, V3T 5W9, Canada",Yes,☐,☐,☐,☐,☐
Rehat Roofing & Construction Ltd,604-374-5956,Surrey,"12540 91 Ave, Surrey, BC, V3V 1E1, Canada",Yes,☐,☐,☐,☐,☐
Ridge Riders Roofing,604-536-1395,Surrey,"Surrey, BC, Canada",Yes,☐,☐,☐,☐,☐
Rob Roofing Ltd,778-885-8115,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Robinson Roofing & Sheet Metal,604-500-7663,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Ron Schwabs Roofing,604-761-0493,Surrey,"7647 134A St, Surrey, BC, V3W 4V6, Canada",Yes,☐,☐,☐,☐,☐
Roof Once Inc,604-599-5379,Surrey,"8-2320 King George Blvd, Surrey, BC, V4A 5A5, Canada",Yes,☐,☐,☐,☐,☐
RoofDoc,604-506-0751,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Roofing Matters Roofing Inc,778-240-6017,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Roofing Surrey,604-332-6664,Surrey,"7184-120 Street Suite 265, Surrey, BC, V3W 0M6, Canada",Yes,☐,☐,☐,☐,☐
Roofking Roof & Building Sealing Ltd,604-377-3854,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Roofmaster Roofing Ltd,778-885-5448,Surrey,"Surrey, BC, Canada",Yes,☐,☐,☐,☐,☐
S I D Roofing Ltd,778-319-0732,Surrey,"12714 90 Ave, Surrey, BC, V3V 6G5, Canada",Yes,☐,☐,☐,☐,☐
S.G. Roofing (2022) Ltd,778-320-2493,Surrey,"8022 144 St, Surrey, BC, V3W 5T4, Canada",Yes,☐,☐,☐,☐,☐
SSK Roofing & Siding,604-562-0957,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
SSM Roofing,778-885-3347,Surrey,"Surrey, BC, V3V 5N2, Canada",Yes,☐,☐,☐,☐,☐
Sacramento Roofing Ltd,604-584-3441,Surrey,"Surrey, BC, Canada",Yes,☐,☐,☐,☐,☐
Same Day Roofing,604-807-7571,Surrey,"9286 124A St, Surrey, BC, V3V 4V8, Canada",Yes,☐,☐,☐,☐,☐
Sea Coast Roofing,604-585-7057,Surrey,"10091 144 St, Surrey, BC, V3T 4T9, Canada",Yes,☐,☐,☐,☐,☐
Sean's Roofing,778-552-5869,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Seymour Roofing Inc,604-501-7296,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Snr Roofing Services Ltd,604-779-3121,Surrey,"7881 123A St, Surrey, BC, V3W 3W1, Canada",Yes,☐,☐,☐,☐,☐
Sohal Bros Roofing Ltd,778-895-0566,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Sole Roofing,604-645-1173,Surrey,"60-17710 60 Ave, Surrey, BC, V3S 1V2, Canada",Yes,☐,☐,☐,☐,☐
South-West Roofing Inc,604-790-9020,Surrey,"233-15355 24 Avenue, Surrey, BC, V4A 2H9, Canada",Yes,☐,☐,☐,☐,☐
Southwest Roof Restoration,778-574-7935,Surrey,"15355 24 Ave #233, Surrey, BC, V4A 2H9, Canada",Yes,☐,☐,☐,☐,☐
Ssk Roofing & Siding Ltd.,604-787-4622,Surrey,"12468 82 Ave, Surrey, BC, V3W 3E9, Canada",Yes,☐,☐,☐,☐,☐
Stanpro/roofing,236-818-1935,Surrey,"18881 55A Ave, Surrey, BC, V3S 6X1, Canada",Yes,☐,☐,☐,☐,☐
Sunlight Roofing Ltd.,604-715-1698,Surrey,"10863 132 St, Surrey, BC, V3T 3W6, Canada",Yes,☐,☐,☐,☐,☐
Surrey Roofing,778-386-4009,Surrey,"8975 151 St, Surrey, BC, V3R 6X5, Canada",Yes,☐,☐,☐,☐,☐
Swift Roofing Contractor Surrey,778-387-6970,Surrey,"8746 August Dr, Surrey, BC, V3S 5A2, Canada",Yes,☐,☐,☐,☐,☐
T N T Roofing Services Ltd,778-869-7369,Surrey,"1485 133A St, Surrey, BC, V4A 6A3, Canada",Yes,☐,☐,☐,☐,☐
TL Roofing & Services Ltd,604-497-0116,Surrey,"15408 88th Avenue, Surrey, BC, V3S 2T1, Canada",Yes,☐,☐,☐,☐,☐
Tectum Roof & Wall Systems Ltd.,778-590-0903,Surrey,"13761 116 Ave, Surrey, BC, V3R 0T2, Canada",Yes,☐,☐,☐,☐,☐
Test Roofing,604-226-3716,Surrey,"308-1675 Martin Dr, Surrey, BC, V4A 6E2, Canada",Yes,☐,☐,☐,☐,☐
Tip Roofing Ltd.,604-761-0135,Surrey,"51-9405 121 St, Surrey, BC, V3V 0A9, Canada",Yes,☐,☐,☐,☐,☐
Tip Top Roofing,604-587-5722,Surrey,"11750 96A Ave, Surrey, BC, V3V 2A1, Canada",Yes,☐,☐,☐,☐,☐
Tom's Roofing,778-552-8533,Surrey,"BC, Canada",Yes,☐,☐,☐,☐,☐
Tom's Roofing Ltd,778-885-7801,Surrey,"6308 130B St, Surrey, BC, V3X 1R4, Canada",Yes,☐,☐,☐,☐,☐
Top Roofing Systems,778-798-2012,Surrey,"18065 57 Ave, Surrey, BC, V3S 5N1, Canada",Yes,☐,☐,☐,☐,☐
Tower Roofing,604-644-1920,Surrey,"496-7360 137 St, Surrey, BC, V3W 1A3, Canada",Yes,☐,☐,☐,☐,☐
Twin Peaks Roofing Company Ltd,778-317-4917,Surrey,"12593 104 Ave, Surrey, BC, V3V 3H6, Canada",Yes,☐,☐,☐,☐,☐
V V Roofing Co Ltd,604-588-4733,Surrey,"9843 124A St, Surrey, BC, V3V 4W2, Canada",Yes,☐,☐,☐,☐,☐
Var Mac Roofing & Contracting,604-580-0305,Surrey,"12551 106A Ave, Surrey, BC, V3V 7B2, Canada",Yes,☐,☐,☐,☐,☐
Welkin Roofing,778-987-4660,Surrey,"15739 88 Ave, Surrey, BC, V4N 1H6, Canada",Yes,☐,☐,☐,☐,☐
Yale Roofing Ltd.,604-358-3014,Surrey,"9650 133A St, Surrey, BC, V3T 3Z6, Canada",Yes,☐,☐,☐,☐,☐
Zenith Roofing Ltd,604-599-4715,Surrey,"5848 125 St, Surrey, BC, V3X 3P9, Canada",Yes,☐,☐,☐,☐,☐
3 King's Roofing And Renovations Inc.,778-868-1906,Vancouver,"4323 Inverness St, Vancouver, BC, V5V 4X1, Canada",Yes,☐,☐,☐,☐,☐
A New Look Painting & Waterproofing,604-650-1848,Vancouver,"BC, Canada",Yes,☐,☐,☐,☐,☐
