Name,Website,Phone number,City,Location,Search cities,Website active,Website check,Final URL,Source,Detail URL
B-Cheema Roofing Ltd,http://www.bcheemaroofing.ca/,604-722-3600,Surrey,"2242 168 St, Surrey, BC, V3Z 0B5, Canada",Delta; Langley; Surrey; Vancouver; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://www.bcheemaroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/B-Cheema-Roofing-Ltd/6737262.html
BC Roofing Brokers,,604-722-0002,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/BC-Roofing-Brokers/100417960.html
Baaz Roofing Ltd,,604-704-2336,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Baaz-Roofing-Ltd/102708266.html
Bahia Roofing Ltd,http://bahiaroofing.ca/,604-889-2921,Surrey,"8943 134A St, Surrey, BC, V3V 5S8, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,"not reachable or parked: http://bahiaroofing.ca/: HTTPConnectionPool(host='bahiaroofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='bahiaroofing.ca', port=80): Failed to resolve 'bahiaroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://bahiaroofing.ca/: HTTPSConnectionPool(host='bahiaroofing.ca', port=443): M",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Bahia-Roofing-Ltd/3334791.html
Bains Roofing Ltd,,604-771-0659,Surrey,"8041 138 St, Surrey, BC, V3W 8M3, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Bains-Roofing-Ltd/104564091.html
Bay Roofing Services,http://bayroofing.com/,604-328-8360,Surrey,"1954 155 St, Surrey, BC, V4A 7M9, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: http://bayroofing.com/: HTTPConnectionPool(host='bayroofing.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='bayroofing.com', port=80): Failed to resolve 'bayroofing.com' ([Errno 11001] getaddrinfo failed)"")) | https://bayroofing.com/: HTTPSConnectionPool(host='bayroofing.com', port=443): Max ret",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Bay-Roofing-Services/2114894.html
Bayside Roofing Contractors,,778-545-1119,Surrey,"16495 Upper Beach Rd, Surrey, BC, V3Z 9R6, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Bayside-Roofing-Contractors/102070346.html
"Bcp Concrete Roof Tile, Ulc",,604-596-3744,Surrey,"8650 130 St, Surrey, BC, V3W 1G1, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Bcp-Concrete-Roof-Tile-Ulc/102080725.html
Best Busy Boys Roofing,,604-418-5500,Surrey,"3418 164A St, Surrey, BC, V3Z 0G5, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Best-Busy-Boys-Roofing/102124161.html
Best Busy Boys Roofing Ltd,http://bestbusyboysroof.ca/,604-599-5611,Surrey,"15877 102B Ave, Surrey, BC, V4N 2M4, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,"not reachable or parked: http://bestbusyboysroof.ca/: HTTPConnectionPool(host='bestbusyboysroof.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='bestbusyboysroof.ca', port=80): Failed to resolve 'bestbusyboysroof.ca' ([Errno 11001] getaddrinfo failed)"")) | https://bestbusyboysroof.ca/: HTTPSConnectionPool(host='bestbusybo",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Best-Busy-Boys-Roofing-Ltd/8028564.html
Best Friends Roofing,,604-537-3507,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Best-Friends-Roofing/103038987.html
Best Friends Roofing Ltd,,604-825-8811,Surrey,"6958 130 St, Surrey, BC, V3W 4J5, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Best-Friends-Roofing-Ltd/100973505.html
Best J R Roofing Ltd,http://bestjrroofingltd.ca/,604-209-1686,Surrey,"201-8381 128 St, Surrey, BC, V3W 4G1, Canada",Burnaby; Coquitlam; Delta; Langley; Maple Ridge; New Westminster; North Vancouver; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://www.bestjrroofingltd.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Best-J-R-Roofing-Ltd/7192723.html
Best Look Roofing Ltd,https://www.bestlookroofing.ca/,778-908-8141,Surrey,"7855 127 St, Surrey, BC, V3W 4B2, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://www.bestlookroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Best-Look-Roofing-Ltd/102580462.html
Bindy Roofing,http://bindyroofing.ca/,604-652-1748,Surrey,"6667 126 St, Surrey, BC, V3W 1V8, Canada",Vancouver,Yes,"roofing content, name match, regional match",https://bindyroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Bindy-Roofing/102461763.html
Blue Star Roofing Ltd,,604-572-6585,Surrey,"14427 68 Ave, Surrey, BC, V3S 2A8, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Blue-Star-Roofing-Ltd/102580109.html
BlueStar Roofing,,604-807-8244,Surrey,"14770 64 Ave, Surrey, BC, V3S 1X7, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/BlueStar-Roofing/100791215.html
Blueline Sheet Metal,,778-322-0780,Surrey,"6-12312 82A Ave, Surrey, BC, V3W 0T7, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Blueline-Sheet-Metal/3843710.html
Bob's Roofing,http://bobsroofingco.com/,604-574-4699,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,roofing content,https://bobsroofingco.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Bob-s-Roofing/7671144.html
Bollman Roofing & Sheet Metal Ltd,http://www.bollmanroofing.com/,604-513-8637,Surrey,"18945 96 Ave, Surrey, BC, V4N 3P3, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, name match, regional match",http://www.bollmanroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Bollman-Roofing-Sheet-Metal-Ltd/6759824.html
Brar Bro's Roofing,,604-594-0872,Surrey,"Surrey, BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Brar-Bro-s-Roofing/5941134.html
Brucost Roofing Ltd,,604-355-7473,Surrey,"417-13438 Central Ave, Surrey, BC, V3T 0N2, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Brucost-Roofing-Ltd/102855649.html
Busy Boy's Roofing Ltd,,604-341-7699,Surrey,"12488 79A Ave, Surrey, BC, V3W 8C5, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Busy-Boy-s-Roofing-Ltd/2145539.html
C & B Rebar Damp Proofing,,604-767-5139,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/C-B-Rebar-Damp-Proofing/6847626.html
CF Roofing,,778-237-0352,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/CF-Roofing/7899674.html
CJA Roofing,,604-496-6252,Surrey,"10892 148 St, Surrey, BC, V3R 3Y4, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/CJA-Roofing/7962067.html
CTS Roofing,,778-987-0949,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/CTS-Roofing/100966913.html
Canadian Star Roofing,,604-617-1574,Surrey,"14066 71A Ave, Surrey, BC, V3W 2L6, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Canadian-Star-Roofing/101761680.html
Canam Roofing,http://www.canamroofing.ca/,778-881-1417,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://canamroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Canam-Roofing/8212290.html
Canam Roofing Ltd,,778-881-1417,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Canam-Roofing-Ltd/101481565.html
Carlson Roofing Systems ltd,,604-341-9959,Surrey,"12317 92A ave, BC, V3V 7A8, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Carlson-Roofing-Systems-ltd/103058466.html
Cedar Roofs Only,http://www.cedarroofsonly.com/,604-835-7663,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://cedarroofsonly.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Cedar-Roofs-Only/7676242.html
Chovies Roofing & Roof Maintenance,,604-372-1003,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Chovies-Roofing-Roof-Maintenance/101030794.html
Cloverdale Roofing,,778-770-4612,Surrey,"17987 56A Ave, Surrey, BC, V3S 5H4, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Cloverdale-Roofing/102857593.html
Columbia Roofing,http://grccolumbia.ca/,604-594-7627,Surrey,"Newton, BC, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, name match, regional match",https://www.grccolumbia.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Newton/Columbia-Roofing/7710257.html
Columbia Tile Roofing 2004 Ltd.,,604-657-8494,Surrey,"8147 123 St, Surrey, BC, V3W 3V5, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Columbia-Tile-Roofing-2004-Ltd/104453614.html
Complete Roofing Ltd,http://completeroofingltd.ca/,604-591-1353,Surrey,"8392 152A Street, Surrey, BC, V3S 8M8, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,"not reachable or parked: http://completeroofingltd.ca/: HTTPConnectionPool(host='completeroofingltd.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='completeroofingltd.ca', port=80): Failed to resolve 'completeroofingltd.ca' ([Errno 11001] getaddrinfo failed)"")) | https://completeroofingltd.ca/: HTTPSConnectionPool(host='",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Complete-Roofing-Ltd/7230815.html
Consumers Choice Roofing & Drainage,http://ccrandd.ca/,604-805-4829,Surrey,"18267 64 Ave, Surrey, BC, V3S 0M3, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, name match, city match, regional match",https://www.ccrandd.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Consumers-Choice-Roofing-Drainage/1546888.html
Crusade Roofing,,604-715-5184,Surrey,"8763 August Dr, Surrey, BC, V3S 5A4, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Crusade-Roofing/102761235.html
Cyclone Roofing Ltd,,604-767-5828,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Cyclone-Roofing-Ltd/6102343.html
DC Roofing Inc,http://www.dcroofing.ca/,604-583-1084,Surrey,"Surrey, BC, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, city match",https://www.dcroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/DC-Roofing-Inc/101317631.html
Daniel Roofing Ltd,,604-720-3958,Surrey,"16427 Glenside Pl, Surrey, BC, V4N 1V6, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Daniel-Roofing-Ltd/102082638.html
Daniel Roofing Restoration Ltd,,604-930-3450,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Daniel-Roofing-Restoration-Ltd/100972863.html
Delaney's Roofing & General Contracting,,604-771-7420,Surrey,"16352 96 Ave, Surrey, BC, V4N 2C1, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Delaney-s-Roofing-General-Contracting/102582824.html
Designer Roofing,,778-869-5187,Surrey,"19125 60 Ave, Surrey, BC, V3S 8A1, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Designer-Roofing/102363681.html
Dhami Roofing,,604-329-9498,Surrey,"5548 184A St, Surrey, BC, V3S 8S1, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Dhami-Roofing/100829749.html
Dil Brothers Construction Services Ltd,http://hazelmereroofing.ca/,122-830-7906,Surrey,"8820 141A St, Surrey, BC, V3V 7W5, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, city match, regional match",https://www.hazelmereroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Dil-Brothers-Construction-Services-Ltd/102581637.html
Don Cameron Roofing Ltd,http://www.doncameronroofing.com/,604-581-2373,Surrey,"13025 111 Ave, Surrey, BC, V3T 2R8, Canada",Port Moody,No,"not reachable or parked: http://www.doncameronroofing.com/: HTTPConnectionPool(host='www.doncameronroofing.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.doncameronroofing.com', port=80): Failed to resolve 'www.doncameronroofing.com' ([Errno 11001] getaddrinfo failed)"")) | https://www.doncameronroofing.com/: HTTPSC",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Don-Cameron-Roofing-Ltd/6836322.html
Dulay Roofing Ltd,http://www.dulayroofing.com/,604-250-9842,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,not reachable or parked: http://www.dulayroofing.com/: status=503 len=9932 parked=False | https://www.dulayroofing.com/: status=503 len=9932 parked=False | https://dulayroofing.com/: status=503 len=9932 parked=False | http://dulayroofing.com/: status=503 len=9932 parked=False,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Dulay-Roofing-Ltd/4281859.html
Eagle Mount Roofing & Framing Ltd,http://hazelmereroofing.ca/,122-855-9968,Surrey,"13232 Shakespeare Pl, Surrey, BC, V3W 6C9, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, name match, city match, regional match",https://www.hazelmereroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Eagle-Mount-Roofing-Framing-Ltd/102581125.html
Eastwest Roofing Ltd,,778-251-2336,Surrey,"15036 88 Ave, Surrey, BC, V3S 2S7, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Eastwest-Roofing-Ltd/102823996.html
Elite Steam Cleaning & Roofing Services,,604-404-6051,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Elite-Steam-Cleaning-Roofing-Services/104764265.html
Eros Roofing And Maintenance,,778-320-5472,Surrey,"2202-10620 150 St, Surrey, BC, V3R 7K3, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Eros-Roofing-And-Maintenance/102582826.html
Eternal Roofing Ltd,,778-387-6629,Surrey,"6646-125B Street, Surrey, BC, V3W 1V6, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Eternal-Roofing-Ltd/102038376.html
Euro Roofing,,604-722-6411,Surrey,"7714 144 St, Surrey, BC, V3W 5S8, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Euro-Roofing/102854836.html
Evergreen Roofing & Siding,,778-990-4555,Surrey,"6988 151A St, Surrey, BC, V3S 7Y9, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Evergreen-Roofing-Siding/102584961.html
Excel Roofing Ltd,,778-878-2617,Surrey,"6831 124 St, Surrey, BC, V3W 3W6, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Excel-Roofing-Ltd/100650603.html
Expert Roofing Ltd,,604-315-4041,Surrey,"5536 127 St, Surrey, BC, V3X 3V1, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Expert-Roofing-Ltd/104296344.html
Fast Roofing,,604-778-7633,Surrey,"17101 80 Ave, Surrey, BC, V4N 6J6, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Fast-Roofing/6770025.html
First Choice Roofing Ltd,,604-543-3759,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/First-Choice-Roofing-Ltd/100965713.html
Flat Roofing B.C Inc,https://www.flatroofingbc.com/,604-385-3178,Surrey,"13786 27 Ave, Surrey, BC, V4P 1T1, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://flatroofingbc.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Flat-Roofing-B-C-Inc/102690140.html
Flawless Roofing Ltd,,778-322-5959,Surrey,"10122 128A St, Surrey, BC, V3T 3E6, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Flawless-Roofing-Ltd/104199387.html
Fraser Highway Exteriors,http://fraserhighwayexteriors.ca/,604-679-8514,Surrey,"7719 140 St, Surrey, BC, V3W 5K1, Canada",Abbotsford; Delta; Langley; Mission; Surrey; White Rock,No,"not reachable or parked: http://fraserhighwayexteriors.ca/: HTTPConnectionPool(host='fraserhighwayexteriors.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='fraserhighwayexteriors.ca', port=80): Failed to resolve 'fraserhighwayexteriors.ca' ([Errno 11001] getaddrinfo failed)"")) | https://fraserhighwayexteriors.ca/: HTTPSC",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Fraser-Highway-Exteriors/102852157.html
Freshlook Roof & Exteriors,,778-322-8969,Surrey,"16575 Old McLellan Rd, Surrey, BC, V3S 1J9, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Freshlook-Roof-Exteriors/102582803.html
Friendly Roofing,,604-498-0606,Surrey,"BC, Canada",Abbotsford; Delta; Langley; Mission; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Friendly-Roofing/101032907.html
Friendly Roofing Ltd,http://friendlyroofing.ca/,604-498-0606,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, name match, city match, regional match",https://friendlyroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Friendly-Roofing-Ltd/8077297.html
G-Force Roofing,http://g-force-roofing.bc.bcolumbia.com/,604-866-9862,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: http://g-force-roofing.bc.bcolumbia.com/: HTTPConnectionPool(host='g-force-roofing.bc.bcolumbia.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='g-force-roofing.bc.bcolumbia.com', port=80): Failed to resolve 'g-force-roofing.bc.bcolumbia.com' ([Errno 11001] getaddrinfo failed)"")) | https://g-forc",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/G-Force-Roofing/7686798.html
GL Roofing,http://glroofingsurrey.ca/,604-372-0156,Surrey,"15933 39A Ave, Surrey, BC, V3Z 0Y3, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,"not reachable or parked: http://glroofingsurrey.ca/: HTTPConnectionPool(host='glroofingsurrey.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='glroofingsurrey.ca', port=80): Failed to resolve 'glroofingsurrey.ca' ([Errno 11001] getaddrinfo failed)"")) | https://glroofingsurrey.ca/: HTTPSConnectionPool(host='glroofingsurrey",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/GL-Roofing/101386882.html
Galaxy Roofing LTD,http://galaxyroofing.ca/,778-385-2621,Surrey,"12581 90th Ave, Surrey, BC, V3V 1V9, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,not reachable or parked: http://galaxyroofing.ca/: status=200 len=114 parked=True | https://galaxyroofing.ca/: status=200 len=114 parked=True | https://www.galaxyroofing.ca/: status=200 len=114 parked=True | http://www.galaxyroofing.ca/: status=200 len=114 parked=True,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Galaxy-Roofing-LTD/101414485.html
Gentry Exteriors,,604-533-7662,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Gentry-Exteriors/100915446.html
Godard Roof Repair Service,,604-859-5838,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Godard-Roof-Repair-Service/698699.html
Gold Roofing,,604-589-3978,Surrey,"9281 127 St, Surrey, BC, V3V 5H4, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Gold-Roofing/100768998.html
Gold Standard Roofing,,604-945-2484,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Gold-Standard-Roofing/100769824.html
Golden Nail Roofing Ltd.,,604-644-7952,Surrey,"6371 190 St, Surrey, BC, V3S 7W1, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Golden-Nail-Roofing-Ltd/102022014.html
Gyenes Roofing,,778-987-3764,Surrey,"10688 King George Blvd, Surrey, BC, V3T 2Y0, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Gyenes-Roofing/101792563.html
H & D Roofing Ltd,,604-825-4502,Surrey,"BC, Canada",Abbotsford; Delta; Langley; Mission; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/H-D-Roofing-Ltd/7696906.html
H&R Roofing Ltd,http://www.handrroofing.ca/,604-897-7939,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: http://www.handrroofing.ca/: HTTPConnectionPool(host='www.handrroofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.handrroofing.ca', port=80): Failed to resolve 'www.handrroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://www.handrroofing.ca/: HTTPSConnectionPool(host='www.handrr",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/H-R-Roofing-Ltd/7702252.html
Hankook Roofing,http://hankookroofing.com/,604-679-9388,Surrey,"Surrey, BC, V3W 9H6, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: http://hankookroofing.com/: HTTPConnectionPool(host='hankookroofing.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='hankookroofing.com', port=80): Failed to resolve 'hankookroofing.com' ([Errno 11001] getaddrinfo failed)"")) | https://hankookroofing.com/: HTTPSConnectionPool(host='hankookroofing.",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Hankook-Roofing/101376670.html
Hankook Roofing Services Inc,http://www.hankookroofing.com/,604-754-7825,Surrey,"Surrey, BC, V3S 2P4, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: http://www.hankookroofing.com/: HTTPConnectionPool(host='www.hankookroofing.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.hankookroofing.com', port=80): Failed to resolve 'www.hankookroofing.com' ([Errno 11001] getaddrinfo failed)"")) | https://www.hankookroofing.com/: HTTPSConnectionPool(h",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Hankook-Roofing-Services-Inc/101539849.html
Harvey Roofing,http://harveyroofing.ca/,778-872-9051,Surrey,"13021 60A Ave, Surrey, BC, V3X 3T6, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, name match, city match, regional match",https://www.harveyroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Harvey-Roofing/101819430.html
Hay's Roof Management Co Ltd,http://www.haysroof.com/,604-590-4670,Surrey,"12994 65 Avenue, Surrey, BC, V3W 9H5, Canada",Delta; Langley; Surrey; White Rock,No,not reachable or parked: http://www.haysroof.com/: status=200 len=44754 parked=True | https://www.haysroof.com/: status=200 len=44754 parked=True | https://haysroof.com/: status=200 len=44754 parked=True | http://haysroof.com/: status=200 len=44754 parked=True,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Hay-s-Roof-Management-Co-Ltd/2310940.html
Hazelmere Roofing Ltd,http://hazelmereroofing.ca/,604-808-1655,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://www.hazelmereroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Hazelmere-Roofing-Ltd/6721472.html
